a4:7e:39:89:c1:a2,120
44:f4:36:c8:14:44,551
b4:1c:30:ad:df:98,113
44:f4:36:c7:d5:8c,755
44:f4:36:c7:e9:12,186
a4:7e:39:8a:04:68,423
44:f4:36:c7:fa:e8,54
44:f4:36:c7:f0:86,1043
f0:92:b4:34:01:c9,76
44:f4:36:c7:e8:10,220
4a:ff:28:01:08:eb,54
44:f4:36:c7:ef:7e,27
44:f4:36:c7:f6:0e,1194
18:44:e6:a3:4d:a2,840
74:c3:30:e3:2a:96,41
9c:9d:7e:1c:e4:8d,114
f0:92:b4:3f:62:a1,59
f0:92:b4:34:0e:81,37
a4:7e:39:89:cd:f0,240
f0:92:b4:3f:5c:89,88
70:2e:22:df:af:90,127
70:2e:22:df:b5:f6,910
a4:7e:39:89:f4:00,461
18:44:e6:a3:3f:14,730
64:9a:08:c5:6a:00,325
c4:51:8d:20:1e:c0,540
44:f4:36:c7:f6:d4,23
c4:51:8d:20:19:a0,499
c4:51:8d:20:19:60,480
44:f4:36:c7:ee:4c,640
f0:92:b4:34:04:e9,4
f0:92:b4:34:12:c9,2
00:50:0f:ce:96:e8,182
62:45:b5:0a:6b:ff,79
44:f4:36:c7:ad:12,1086
18:44:e6:a3:48:a4,131
44:f4:36:c7:fb:96,15
cc:34:29:09:3e:b0,145
c4:51:8d:20:43:30,778
c4:51:8d:20:91:70,224
f0:92:b4:34:ed:f1,1
cc:34:29:09:3e:a8,131
10:c1:72:41:08:38,29
e4:77:23:be:56:cf,384
44:f4:36:c8:0d:36,58
44:f4:36:c7:ef:30,188
c4:51:8d:20:26:70,90
50:d2:f5:b1:10:82,3
88:c3:97:dc:ae:7d,78
c4:51:8d:20:1f:90,256
f0:92:b4:3a:f1:71,12
44:f4:36:c7:b7:50,198
44:f4:36:c7:e1:08,3
f0:92:b4:3f:29:d1,112
10:c1:72:41:ca:9c,136
44:f4:36:c7:e0:de,47
44:f4:36:c7:e0:ba,500
44:f4:36:c7:ee:16,545
c4:51:8d:20:95:20,505
d4:83:04:fc:46:88,415
c4:51:8d:20:33:90,880
44:f4:36:c7:df:76,360
f0:92:b4:34:ef:d1,2
44:f4:36:c8:06:e2,75
18:44:e6:a3:53:fc,346
10:c1:72:41:83:78,28
c4:51:8d:1f:91:70,25
10:c1:72:42:2d:20,103
b4:1c:30:fe:e6:4f,32
80:89:17:71:d9:52,89
8c:ab:8e:8b:68:18,1165
c4:51:8d:20:15:50,295
60:ee:5c:68:c3:bc,170
c4:51:8d:20:23:00,53
5c:3a:3d:56:ec:e1,809
44:f4:36:c7:f4:52,102
a4:7e:39:89:b4:46,2
c4:51:8d:20:27:90,64
50:2b:73:d4:61:66,50
82:ea:07:6b:09:a1,5
c4:51:8d:20:28:a0,186
e4:a7:c5:c7:6e:18,78
44:f4:36:c7:f2:c6,107
c4:51:8d:20:34:e0,112
18:44:e6:a3:52:f4,48
98:8b:0a:ff:41:62,133
c2:68:e6:28:9e:b3,179
f0:92:b4:34:0e:59,1
10:c1:72:40:d6:9c,31
d6:4d:a4:1c:06:1b,465
c4:51:8d:20:1d:e0,171
6a:52:b1:ac:b3:26,16
50:fa:84:57:53:3c,15
44:f4:36:c7:e1:74,11
44:f4:36:c8:05:c2,49
54:75:95:86:9b:a8,234
44:f4:36:c7:d4:de,6
08:6b:d1:8b:3a:a0,21
86:ef:18:0d:d7:8e,68
5c:3a:3d:56:ee:21,211
dc:71:37:b1:cf:58,1
8c:ab:8e:8b:68:20,1441
c4:51:8d:20:21:70,279
90:83:4b:58:6a:99,3
70:2e:22:df:af:24,226
c4:51:8d:20:1e:f0,538
