fc:94:ce:a5:7c:68,14
0c:d8:6c:14:1d:04,37
6c:59:40:7c:29:e2,10
f4:b5:aa:42:bd:e2,11
9c:e9:1c:3f:84:16,11
f0:92:b4:eb:10:16,13
f8:9a:78:e2:48:2a,4
f8:9a:78:e2:48:28,4
28:f3:66:ee:04:cb,25
a4:9b:4f:52:1b:ed,23
74:9d:8f:b9:9b:58,9
50:d2:f5:66:5b:29,9
3c:fa:43:2c:ac:70,34
b2:b8:e6:92:4c:3c,10
98:f1:81:d3:67:13,38
34:20:03:3b:e6:e1,10
06:69:6c:88:28:7e,10
44:f4:36:c7:e6:8a,420
cc:08:fb:eb:ae:59,10
dc:fe:18:67:d2:26,16
76:40:bb:75:47:06,36
d0:76:e7:5d:3f:0f,11
82:0d:9e:86:62:79,21
a4:9b:4f:52:1b:e9,42
20:76:93:3a:b1:a8,11
8c:a6:df:be:bb:b6,11
60:3a:7c:1e:a3:de,20
10:51:72:30:c5:6f,9
30:fc:68:ff:25:71,12
d8:c8:e9:d4:de:d0,32
06:69:6c:88:c6:74,12
d0:c7:c0:87:e3:8e,22
fc:94:ce:a1:6b:e8,35
a2:75:3b:73:83:d6,13
d8:c8:e9:44:f0:00,12
b4:cd:27:dc:a5:89,18
00:3a:99:a1:31:00,11
06:05:88:13:16:89,22
06:05:88:13:16:8a,25
06:69:6c:73:c3:c7,13
f0:92:b4:c0:bd:59,19
00:21:d8:35:bf:d0,26
28:2c:b2:7a:e7:f8,27
54:b1:21:de:b0:10,9
c6:bb:4c:1c:67:98,17
64:09:80:1b:2d:bb,10
b4:fb:f9:46:44:a4,11
b0:d5:9d:c4:4b:50,5
44:f4:36:c7:c7:b8,490
18:44:e6:a3:49:9a,445
c4:51:8d:20:21:00,311
44:f4:36:c7:f8:1e,496
44:f4:36:c8:11:aa,495
70:2e:22:df:b4:dc,454
18:44:e6:a3:40:c4,240
c4:51:8d:20:23:50,466
ce:c8:4b:67:33:19,94
5c:3a:3d:56:ec:b1,229
b0:df:c1:60:ac:51,9
34:29:12:c5:61:58,3
44:f4:36:c7:c1:a6,316
18:44:e6:a3:50:9c,443
c4:51:8d:20:96:e0,207
c4:51:8d:20:32:d0,253
44:f4:36:c7:c4:a0,26
00:50:0f:cf:0c:28,15
18:44:e6:a3:45:c2,197
c4:51:8d:20:3c:80,214
44:f4:36:c7:f9:0e,386
c4:51:8d:20:35:50,267
44:f4:36:c7:f9:86,348
c4:51:8d:20:32:50,365
c4:51:8d:20:20:10,336
46:8c:a0:ef:dc:a3,316
10:c1:72:4f:9a:1c,33
18:44:e6:a3:3f:ce,333
c4:51:8d:20:9f:f0,279
a4:7e:39:89:90:dc,37
44:f4:36:c8:07:c6,22
c4:51:8d:20:1d:20,252
78:62:56:e9:78:81,21
7c:76:30:b3:fb:b0,12
c4:51:8d:20:67:80,189
c4:51:8d:1f:8d:30,46
9c:9d:7e:17:56:69,285
44:f4:36:c7:c7:be,303
c4:51:8d:20:35:b0,111
c4:51:8d:20:3c:20,33
c4:51:8d:20:21:c0,158
c4:51:8d:20:92:90,36
44:f4:36:c8:09:46,75
58:60:5f:c9:74:dc,190
c4:51:8d:1f:8c:f0,60
98:f1:81:d3:f3:de,67
9c:9d:7e:89:76:a8,199
92:66:a5:5a:4a:94,33
80:9f:9b:f0:3e:7f,203
3a:bc:1a:41:09:e7,206
c4:51:8d:20:3a:b0,129
d0:76:e7:24:a8:c0,219
c4:51:8d:20:1d:a0,182
a4:7e:39:89:c8:80,39
50:bd:5f:24:65:4a,189
44:f4:36:c7:d7:96,4
c4:51:8d:20:92:d0,155
10:c1:72:41:4f:a0,45
10:c1:72:42:13:bc,13
a4:7e:39:89:95:74,22
c4:51:8d:20:96:20,26
c4:51:8d:1f:97:30,12
c4:51:8d:20:92:a0,106
c4:51:8d:20:93:d0,40
70:2e:22:df:b6:ec,46
d0:76:e7:24:a8:c2,109
20:76:93:32:56:00,120
c4:51:8d:1f:8d:50,52
de:fe:18:16:07:1a,88
c4:51:8d:20:94:60,179
a4:7e:39:89:b5:36,90
dc:fe:18:16:07:1a,90
44:f4:36:c7:fd:88,147
10:c1:72:42:2d:48,23
44:f4:36:c7:b5:e8,11
44:f4:36:c7:ac:70,10
38:21:87:ae:39:9c,117
80:c7:c5:d8:77:d7,69
94:e9:ee:64:ce:45,17
a4:7e:39:89:e7:76,37
fc:f2:9f:2e:0f:2e,44
50:db:3f:cb:b8:c0,12
82:ea:07:6b:09:a1,64
b4:43:26:ed:25:68,49
98:f1:81:d3:67:14,72
04:95:e6:e8:a9:21,32
98:f1:81:d3:67:16,70
e0:e0:fc:10:cf:ec,21
94:e9:ee:64:ce:46,62
bc:54:fc:0d:a5:6f,31
94:e9:ee:64:ce:40,32
94:e9:ee:64:ce:44,67
98:f1:81:d3:f3:e3,71
94:e9:ee:f4:ce:46,70
94:e9:ee:f4:ce:44,56
98:f1:81:d3:f3:e1,68
98:f1:81:d3:f4:4c,57
c4:a3:66:3f:8b:60,29
98:f1:81:d3:f3:e0,38
98:f1:81:d4:ea:23,23
98:f1:81:d3:f4:49,40
98:f1:81:d3:f4:47,27
f0:92:b4:b9:04:49,15
b8:f8:83:16:29:4a,51
d8:9b:3b:3a:de:3d,25
30:99:35:12:01:68,22
84:c9:c6:23:e7:00,35
20:6b:e7:a6:61:a1,17
94:e9:ee:f4:ce:45,18
c4:51:8d:20:95:a0,12
54:75:95:e1:b1:c0,13
80:89:17:18:a9:7c,23
98:f1:81:d3:f4:4a,19
d4:83:04:26:c9:c8,32
6a:db:54:1f:f1:34,19
dc:fe:18:16:07:1c,20
1c:25:e1:20:1c:aa,12
98:f1:81:d3:f4:58,18
00:23:c9:91:82:18,29
64:6e:97:2f:97:6e,22
d4:b1:10:1a:40:70,11
bc:54:fc:0d:a5:71,6
98:f1:81:d3:ee:41,10
fc:d7:33:57:76:6e,15
98:f1:81:d3:ee:3e,13
98:f1:81:d5:05:29,14
98:f1:81:d3:ee:43,12
98:f1:81:d3:f4:f1,31
64:6e:97:2f:97:6c,19
98:f1:81:d3:f4:5b,20
d8:9b:3b:3a:de:41,21
82:ea:07:6b:09:a3,22
18:44:e6:a3:4c:ee,12
18:31:bf:ad:ee:0c,12
b8:3a:08:f8:cb:b1,12
50:d2:f5:69:5a:a2,12
98:f1:81:d3:f4:ef,24
14:79:f3:1b:06:28,10
98:f1:81:d3:ed:aa,10
98:f1:81:d5:05:26,10
18:69:da:76:f7:fe,18
d0:c7:c0:9b:4d:16,19
98:f1:81:d4:ea:28,9
98:f1:81:d3:ed:ad,18
c0:bf:c0:91:ad:68,16
98:f1:81:d3:f4:59,4
98:f1:81:d3:ed:ab,8
7c:b5:40:48:3e:8a,15
34:78:39:11:a6:f9,12
80:ea:07:4b:09:a3,18
04:79:70:5c:d4:6c,14
34:bd:f9:c2:fc:38,7
28:6c:07:6e:95:fa,6
94:e9:ee:64:ce:41,5
c4:51:8d:20:92:e0,15
18:69:da:e8:02:8e,5
18:69:da:68:c0:ee,8
34:78:39:11:a6:f8,5
14:d1:69:a9:6e:f4,5
24:00:fa:4c:2e:10,5
f4:83:cd:86:71:d0,4
bc:54:fc:89:5e:56,4
a8:41:22:22:38:58,22
50:d2:f5:61:db:2b,6
00:0c:43:76:50:f8,3
b8:3a:08:f8:cb:b5,3
54:66:6c:56:b8:d0,3
48:4c:86:39:95:1d,3
d8:9b:3b:3a:de:40,2
34:78:39:11:c4:12,2
fc:d7:33:76:55:32,2
18:69:da:62:72:0e,9
54:75:95:8f:ef:e3,1
24:69:68:32:80:a6,1
f0:c9:d1:71:25:e0,1
bc:54:fc:8b:63:ea,1
00:0c:43:76:20:b0,9
70:2e:22:df:b2:96,12
ca:9e:93:38:15:3a,10
44:f4:36:c8:08:02,11
5c:3a:3d:56:ee:79,48
10:c1:72:41:e3:3c,11
e2:22:86:99:71:4e,30
9a:d6:72:c3:b2:75,18
98:f1:81:d3:f4:ee,17
80:ea:07:4b:09:a1,10
d8:9b:3b:fa:de:40,10
1c:13:86:dd:a1:31,8
bc:54:fc:8b:63:ec,7
78:eb:14:ed:c4:34,6
34:96:72:56:73:a6,3
d8:9b:3b:3a:de:42,2
cc:f0:fd:db:e2:10,1
